CNS,COD_IDENTIFICACAO_UNICA,DAT_INSTALACAO,DSC_BAIRRO_SERVENTIA,DSC_CEP_SERVENTIA,DSC_COMPLEMENTO,DSC_DENOMINACAO_SERVENTIA,DSC_DISTRITO,DSC_EMAIL_SERVENTIA,DSC_END_SERVENTIA,DSC_SUB_DISTRITO,DS_CIDADE,FLG_STATUS,IND_TIPO_SITUACAO,IND_UF,NUM_CNPJ_SERVENTIA,NUM_FAX_SERVENTIA,SEQ_DADOS_SERVENTIA,atribuicoes,cidade,cidade_id,decisao_atual,estado,estado_id,estado_sigla,num_telefone_serventia,num_telefone_serventia_2,responsavel
08.064-8,080648,1968-10-08,Centro,80020000,,9º Serviço de Registro de Imóveis,,contato@nonoregistro.com.br,"Rua Voluntários da Pátria, 475 - cjto 505-A",,CURITIBA,1,0,PR,75569137000160,2147483647,8070,Registro de Imóveis,Curitiba,4004,PROVIDO,Paraná,21,PR,4132336168,,ASTROGILDO GOBBO
08.244-6,082446,1969-12-26,GUABIROTUBA,81510001,,SERVIÇO DISTRITAL DO UBERABA,UBERABA,juliano@cartoriouberaba.com.br,"AVENIDA SENADOR SALGADO FILHO, 2368",,CURITIBA,1,0,PR,75213181000133,4133712101,8277,Registro Civil das Pessoas Naturais -> Notas,Curitiba,4004,CONVERSÃO EM DILIGÊNCIA,Paraná,21,PR,4133712100,4133712108,ELIANE KERN BASSI
08.055-6,080556,1990-12-20,Centro,80010150,,4º Tabelionato de Protesto de Títulos,,4protestocuritiba@uol.com.br,"R. Monsenhor Celso, 211 - 1º Andar",,CURITIBA,1,0,PR,76535103000118,2147483647,8399,Protesto de Títulos,Curitiba,4004,CONVERSÃO EM DILIGÊNCIA,Paraná,21,PR,4130774082,,JOSE ANIBAL DE MACEDO CARNEIRO
08.327-9,083279,1953-02-06,Centro,80010010,LOJA,7º  Tabelionato de notas,,notario@volpi.not.br,"Rua Marechal Deodoro,230",,CURITIBA,1,1,PR,75154450000138,4130947719,9926,Notas,Curitiba,4004,PROVIDO,Paraná,21,PR,4130947700,,ANGELO VOLPI NETO
07.993-9,079939,1876-01-01,Centro,80020120,,1º Serviço de Registro Civil de Pessoas Naturais e 13º Tabelionato de Notas,sede,ricardoleao@cartorioleao.com.br,Travessa Nestor  de Castro nº271,,CURITIBA,1,0,PR,04697784000100,4138882765,11630,Notas -> Registro Civil das Pessoas Naturais,Curitiba,4004,VAGO - SUB JUDICE,Paraná,21,PR,4138882765,4199752030,RICARDO AUGUSTO DE LEÃO
08.323-8,083238,1968-09-28,CENTRO,80010906,Edifício Mauá,8º SERVIÇO DE REGISTRO DE IMOVEIS,DA SEDE,atendimento@8registro.com.br,"RUA JOSE LOUREIRO, 133, 17 e 18 ANDAR",,CURITIBA,1,0,PR,75214239000163,2147483647,11725,Registro de Imóveis,Curitiba,4004,PROVIDO,Paraná,21,PR,4132334107,,ITALO CONTI JUNIOR
08.326-1,083261,1967-07-17,CABRAL / BACACHERI,80035130,,Serviço Distrital do Bacacheri,BACACHERI,gabriela@bacellar.not.br,AVENIDA PARANA - 1330,,CURITIBA,1,0,PR,75719401000103,4130717080,12019,Registro Civil das Pessoas Naturais -> Notas,Curitiba,4004,CONVERSÃO EM DILIGÊNCIA,Paraná,21,PR,4130717000,,ROGERIO PORTUGAL BACELLAR FILHO
08.397-2,083972,1963-03-03,Centro,80410180,,9º Tabelionato de Notas,,natasha@tabelionatomotta.com.br,"Alameda Doutor Carlos de Carvalho, 240",,CURITIBA,1,0,PR,75213025000172,2147483647,12371,Notas,Curitiba,4004,CONVERSÃO EM DILIGÊNCIA,Paraná,21,PR,4132225467,,NATASHA DA MOTTA RIBEIRO CARRARO
08.247-9,082479,1989-05-04,Novo Mundo,81050040,,Serviço distrital do Novo Mundo,,cnm@mps.com.br,"Rua João Palomeque, 178",,CURITIBA,1,1,PR,81247330000188,2147483647,12922,Notas -> Registro Civil das Pessoas Naturais,Curitiba,4004,VAGO,Paraná,21,PR,4133462197,,ELIZABETH MARIA PAQUET DE LACERDA
12.962-7,129627,2009-04-27,Centro,80060010,18 andar,5º Tabelionato de Protesto de Títulos,,thiago@quintoprotesto.com.br,Rua Marechal Deodoro 869 18º andar,,CURITIBA,1,0,PR,10765200000199,4130191035,13025,Protesto de Títulos,Curitiba,4004,PROVIDO,Paraná,21,PR,4133281034,,THIAGO MARTINS DE OLIVEIRA
12.974-2,129742,1970-03-12,SEMINÁRIO,80440000,LOJA 13A,Cartório Santa Quitéria,SANTA QUITERIA,sandra@tabelcid.not.br,"AVENIDA NOSSA SENHORA APARECIDA, 305",SANTA QUITERIA,CURITIBA,1,0,PR,75268938000196,4130949921,13047,Notas -> Registro Civil das Pessoas Naturais,Curitiba,4004,PROVIDO,Paraná,21,PR,4130949900,4130949906,CID ROCHA JUNIOR
12.975-9,129759,1968-07-15,Centro,80020000,Conj. 06,4º Serviço de Registro Civil das Pessoas Naturais e 16º Tabelionato de Notas,sede,tabelionatotaborda@yahoo.com.br,Rua Voluntários da Patria nº 233,,CURITIBA,1,0,PR,78052974000106,2147483647,13049,Notas -> Registro Civil das Pessoas Naturais,Curitiba,4004,PROVIDO,Paraná,21,PR,4132332444,,ADILSON TABORDA
12.983-3,129833,1909-06-22,Portão,80320300,,SERVIÇO DISTRITAL DO PORTÃO,,titular@cartoriodoportao.com.br,"Av. Pres. Arthur Bernardes, 2350, conj. 3 a 9",,CURITIBA,0,0,PR,10782786000108,4130131667,13071,Notas -> Registro Civil das Pessoas Naturais,Curitiba,4004,INATIVA,Paraná,21,PR,4130131667,,CAROLINE FELIZ SARRAF FERRI
13.051-8,130518,1947-08-16,Centro,80020290,Loja 02,2º Serviço de Registro Civil das Pessoas Naturais e 14º Tabelionato de Notas,,cartoriorauen@terra.com.br,"Rua Presidente Faria, 421",,CURITIBA,1,0,PR,40346421000193,2147483647,13093,Notas -> Registro Civil das Pessoas Naturais,Curitiba,4004,PENDÊNCIA JUDICIAL CAPAZ DE AFASTAR A ANÁLISE DO CASO PELO CNJ.,Paraná,21,PR,4132220933,,OTAVIO AUGUSTO DE ALBUQUERQUE RAUEN
13.894-1,138941,2012-07-10,Centro Cívico,80530000,,6º Tabelionato de Protesto de Títulos de Curitiba,Sede,bacellar@bacellar.not.br,"Avenida Cândido de Abreu nº660, 12ºAndar",,CURITIBA,1,0,PR,15912430000157,4133523500,14022,Protesto de Títulos,Curitiba,4004,CONVERSÃO EM DILIGÊNCIA,Paraná,21,PR,4133523500,4199141212,ROGERIO PORTUGAL BACELLAR
14.452-7,144527,1852-01-20,CENTRO,80060010,TÉRREO,2º TABELIONATO DE NOTAS,,www.guimaraestabelionato@hotmail.com,RUA MARECHAL DEODORO nº 847,,CURITIBA,1,0,PR,75213124000154,2147483647,14462,Notas,Curitiba,4004,VAGO,Paraná,21,PR,4132226977,,ALAOR DE MOURA E COSTA
15.377-5,153775,,,,,6º. Tabelionato de Protesto de Títulos do Foro Central da Comarca da Região Metropolitana de Curitiba ,,corregedoria@cnj.jus.br,CNJ,,CURITIBA,0,,PR,,,15391,,Curitiba,4004,VAGO,Paraná,21,PR,6123264649,,
15.378-3,153783,,,,, 2º. Tabelionato de Protesto de Títulos do Foro Regional de São José dos Pinhais,,corregedoria@cnj.jus.br,CNJ,,CURITIBA,0,,PR,,,15392,,Curitiba,4004,VAGO,Paraná,21,PR,6123264649,,
10.450-5,104505,1931-02-11,CENTRO,88010300,,2º TABELIONATO DE NOTAS E 1º DE PROTESTO DE TÍTULOS DA CAPITAL,,cartorioquintela@gmail.com,"RUA TENENTE SILVEIRA Nº 221, TÉRREO",,FLORIANOPOLIS,1,0,SC,11879705000147,0,2298,Notas -> Protesto de Títulos,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4830391991,,PAULO LUÍS QUINTELA DE ALMEIDA
10.466-1,104661,1955-11-22,Centro,88010560,,3º Tabelionato de Notas e 2º Ofício de Protestos,Centro,cartoriosilvajardim@gmail.com,"Rua dos Ilhéus, nº 28",,FLORIANOPOLIS,1,1,SC,78626272000199,4832225120,3111,Protesto de Títulos -> Notas,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832227637,,ADELAIDE DA SILVA JARDIM
10.442-2,104422,1958-12-27,Centro,88020010,,2° Oficio do Registro de Imóveis de Florianópolis/SC,Capital,gleci@gleci.com.br,"Rua Emílio Blum, nº. 131, 1º andar, Bloco A, Hantei Office Building,",,FLORIANOPOLIS,1,0,SC,75419804000129,2147483647,3365,Registro de Imóveis,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832224080,,GLECI PALMA RIBEIRO MELO
10.519-7,105197,1889-01-02,CENTRO,88020010,SALA 801,CARTORIO DE REGISTRO CIVIL TITULOS DOCUMENTOS E PESSOAS JURIDICAS,,civil@cartorioflorianopolis.com.br,"RUA EMILIO BLUM, N° 131",PRIMEIRO,FLORIANOPOLIS,1,1,SC,80672124000152,,3462,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas -> Registro Civil das Pessoas Naturais -> Registro de Interdições e Tutelas,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832224383,4832236131,IOLÉ LUZ FARIA
10.428-1,104281,1842-11-29,Centro,88010030,Sala 801,1º Tabelionato de Notas e 3º Ofício de Protestos,,titular@cartoriotrajano.com.br,Rua Jeronimo Coelho nº 170 - 8º andar,,FLORIANOPOLIS,1,0,SC,75420158000110,2147483647,3717,Notas -> Protesto de Títulos,Florianópolis,4397,CONVERSÃO EM DILIGÊNCIA,Santa Catarina,22,SC,4832244325,,RAMON MARTINS TRAJANO
10.554-4,105544,1888-10-12,Canasvieiras,88054010,sala B1,Escrvania de Paz do Distrito de Canasvieiras,Canasvieiras,tabelionatocosta@bol.com.br,"avenida das Nações, 405",,FLORIANOPOLIS,1,1,SC,75812750000167,2147483647,3763,Notas -> Registro Civil das Pessoas Naturais,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832661625,4832661221,LIDIA MAURICIA LAUREANO DA COSTA
10.659-1,106591,1853-03-23,Trindade,88036003,1° Andar,Escrivania de Paz do 4° Subdistrito de Florianópolis - SC,Nada consta,tabelia@cartoriotrindade.com.br,"Rua Lauro Linhares, n° 1849",4° Subdistrito,FLORIANOPOLIS,1,0,SC,75417972000185,4832348435,3944,Registro Civil das Pessoas Naturais -> Notas,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832340003,4832348435,MARIA ALICE COSTA DA SILVA
10.815-9,108159,1903-01-03,Saco dos Limões,88045401,,Registro Civil e Tabelionato do Terceiro Subdistrito dos Saco dos Limões,,certidao.certidao@gmail.com,"Rua João Motta Espezim, n.704",3,FLORIANOPOLIS,1,0,SC,75421156000145,2147483647,4008,Notas -> Registro Civil das Pessoas Naturais,Florianópolis,4397,CONVERSÃO EM DILIGÊNCIA,Santa Catarina,22,SC,4832259528,,FERNANDA FIORI MOROZI
10.463-8,104638,1990-07-02,Centro,88020010,sala 601,3° Ofício de Registro de Imóveis de Florianópolis/SC,Sede,contato@3ri.com.br,"Rua Emilio Blum, nº 131 - ed. Hantei Office Building, Bloco A - sala 601 - 6º andar",Subdistrito do Estreito,FLORIANOPOLIS,1,0,SC,82101700000137,,4124,Registro de Imóveis,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832226660,4832240285,JORDAN FABRÍCIO MARTINS
10.721-9,107219,1869-08-03,CENTRO,88015100,9º andar - Ed. Royal Business Center,CARTÓRIO 1º OFICIO DE REGISTRO DE IMÓVEIS,CAPITAL,contato@1ori.com.br,"Avenida Prefeito Osmar Cunha, 260",CENTRO,FLORIANOPOLIS,1,0,SC,83802827000146,4832074021,4159,Registro de Imóveis,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832074021,4832074023,ZOÊ LACERDA WESTRUPP
10.665-8,106658,1897-01-01,INGLESES,88058500,,ESCRIVANIA DE PAZ DO DISTRITO DE INGLESES DO RIO VERMELHO,INGLESES DO RIO VERMELHO,c.back@terra.com.br,"RUA DAS GAIVOTAS, 127",,FLORIANOPOLIS,1,0,SC,75418509000158,4832691134,4388,Notas -> Registro Civil das Pessoas Naturais,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832691251,4832691134,MARIA CILEDA BACK
10.611-2,106112,2004-10-26,Barra da Lagoa,88061701,,Escrivania de Paz de Barra da Lagoa,Barra da Lagoa,cartoriobarralagoa@terra.com.br,"Rodovia Jornalista Manoel de Menezes, 3007, sobreloja",,FLORIANOPOLIS,1,0,SC,07024754000120,2147483647,4612,Notas -> Registro Civil das Pessoas Naturais,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832325499,,LIANE ALVES RODRIGUES
10.819-1,108191,1889-01-01,Lagoa da Conceição,88062120,,Registro Civil e Tabelionato de Notas do Distrito da Lagoa da Conceição,Lagoa da Conceição,cartoriolagoa@terra.com.br,"Rua Manoel Severino de Oliveira, nº 653, Sls. 25,26 e 27",,FLORIANOPOLIS,1,0,SC,06071925000100,2147483647,5184,Notas -> Registro Civil das Pessoas Naturais,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832321896,,MARCELO SEBASTIãO GERN TôRRES
10.679-9,106799,2005-01-17,CAMPECHE,88063700,,ESCRIVANIA DE PAZ DO DISTRITO DO CAMPECHE´FLORIANÓPOLIS/SC,CAMPECHE,cartoriomota@hotmail.com,"RODOVIA SC-405, Nº 3247, SALAS 22 e 24",,FLORIANOPOLIS,1,0,SC,07082339000123,,5251,Notas -> Registro Civil das Pessoas Naturais,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4833343468,4832072625,ELIANE KRIEGER RODRIGUES
10.671-6,106716,2004-12-23,Vargem Pequena,88052401,,ESCRIVANIA DE PAZ DO DISTRITO DE RATONES,RATONES,cartorioturazzi@bol.com.br,"Rodovia SC401,  nº 15068,",,FLORIANOPOLIS,1,0,SC,75421560000119,4833690039,6509,Notas -> Registro Civil das Pessoas Naturais,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4833690039,,EMERSON TURAZZI
10.486-9,104869,1916-02-19,VARGEM DO BOM JESUS,88056618,,CACHOEIRA DO BOM JESUS CARTÓRIO REGISTRO CIVIL E TABELIONATO,CACHOEIRA DO BOM JESUS,EPCACHOEIRA@OUTLOOK.COM,"Rodovia Armando Calil Bulos (Rodovia SC 403), n. 3937",,FLORIANOPOLIS,1,2,SC,75418087000110,,7084,Notas -> Registro Civil das Pessoas Naturais,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832845061,4830182111,PEDRO PAULO DA NATIVIDADE
10.468-7,104687,1964-08-31,Centro,88010540,Térreo,4º Tabelionato de Notas e 4º Ofício de Protestos,,cassiano@cartoriosalles.com.br,"Praça Pereira Oliveira, 64, Térreo, Ed. Emedaux",,FLORIANOPOLIS,1,0,SC,75421313000112,4832243669,7153,Protesto de Títulos -> Notas,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832243669,,VANDA DE SOUZA SALLES
10.658-3,106583,1900-01-02,BALNEÁRIO,88075340,,ESCRIVANIA DE PAZ DO 2º SUBDISTRITO DO ESTREITO,,cartorio@cartoriodoestreito.com.br,RUA SERGIO GIL 703,ESTREITO,FLORIANOPOLIS,1,1,SC,75813691000141,0,7421,Notas -> Registro Civil das Pessoas Naturais,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832447577,4832441652,VERA LUCIA RODRIGUES
10.680-7,106807,1851-10-05,Carianos,88047668,Salas 06 e 07 - Edif. Aero Center,ESCRIVANIA DE PAZ DO DISTRITO DO RIBEIRÃO DA ILHA,DISTRITO DO RIBEIRÃO DA ILHA,ribeiraodailha.cartorio@hotmail.com,"Rua João Sallum, 215",NÃO HÁ,FLORIANOPOLIS,1,1,SC,75474783000144,,8826,Registro Civil das Pessoas Naturais -> Notas,Florianópolis,4397,VAGO,Santa Catarina,22,SC,4833643902,4896753267,GIANE CáTIA ROSA ALVES DE CARVALHO
10.675-7,106757,1977-04-28,SÃO JOÃO DO RIO VERMELHO,88060000,,ESCRIVANIA DE PAZ DO DISTRITO DE SÃO JOÃO DO RIO VERMELHO,SÃO JOÃO DO RIO VERMELHO,cartorioriovermelho@gmail.com,"RODOVIA JOÃO GUALBERTO SOARES, 7177, SALA 01",,FLORIANOPOLIS,1,1,SC,06368631000144,4832342723,10142,Notas -> Registro Civil das Pessoas Naturais,Florianópolis,4397,VAGO,Santa Catarina,22,SC,4832342723,,MARGIANE BALDUS
14.323-0,143230,1986-05-30,Armação,88066260,"Condomínio Armasul, sala 9",Escrivania de Paz do Distrito do Pântano do Sul,Pântano do Sul,cartorio.santiago@hotmail.com.br,"Rodovia Francisco Thomaz dos Santos, 5019",,FLORIANOPOLIS,1,0,SC,79424230000138,,14455,Notas -> Registro Civil das Pessoas Naturais,Florianópolis,4397,PROVIDO,Santa Catarina,22,SC,4832375065,4899777332,ANA MARIA CARDOSO SANTIAGO
14.325-5,143255,1861-12-24,Saco Grande,88032005,SALA 03,Escrivania de Paz do distrito de Santo Antônio de Lisboa,Santo Antônio de Lisboa,cinesio@cartoriosilva.com.br,"Rodovia José Carlos Daux (SC 401), Km 04, nº 4153",,FLORIANOPOLIS,1,0,SC,75421255000127,4832381144,14457,Notas -> Registro Civil das Pessoas Naturais,Florianópolis,4397,CONVERSÃO EM DILIGÊNCIA,Santa Catarina,22,SC,4832381144,4832381300,CINÉSIO JOÃO DA SILVA
09.696-6,096966,1976-11-10,MOINHOS DE VENTO,90540000,,3º TABELIONATO DE PROTESTOS,,tertab@tertab.not.br,"RUA MARQUÊS DO POMBAL, 20",,PORTO ALEGRE,1,0,RS,89623516000104,5121083381,2564,Protesto de Títulos,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5121083366,5121083381,ILDEFONSO HOMERO GONÇALVES BARRADAS
10.176-6,101766,1876-10-06,BELEM NOVO,91780060,,"SERVIÇOS NOTARIAIS E DE REGISTRO BAIRRO BELEM NOVO, antigo Ofício Distrital de Belém Novo",Porto Alegre,financeiro.everson@cartoriokollet.com.br,"RUA DR. CECÍLIO MONZA, 10960",Belém Novo,PORTO ALEGRE,1,0,RS,87382420000168,5132591570,2799,Notas -> Registro Civil das Pessoas Naturais,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132458300,,RICARDO GUIMARÃES KOLLET
09.900-2,099002,1933-02-19,CRISTAL,90820001,SALA 04,REGISTRO CIVIL DAS PESSOAS NATURAIS DA 5ª ZONA,,cartorioquintazona@hotmail.com,"RUA DR. CAMPOS VELHO, 1327",,PORTO ALEGRE,1,0,RS,07088639000110,51,2810,Registro Civil das Pessoas Naturais,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132643989,5130724001,ARIOSTE SCHNORR
09.682-6,096826,2007-01-11,Centro,90010230,,2º REGISTRO DE TÍTULOS E DOCUMENTOS E CIVIL DE PESSOAS JURÍDICAS,,valter.cervo@tj.rs.gov.br,"Rua Gen. Câmara, 236 - 4º andar",,PORTO ALEGRE,1,0,RS,08583603000175,5132126392,2919,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132126392,,VALTER LUíS CERVO
09.922-6,099226,1865-07-05,Centro histórico,90010050,12 º andar,Registro de Imóveis da 1a Zona de Porto Alegre,,cartorio@lamanapaiva.com.br,"Trav. Francisco de Leonardo Truda, 98  Sala 123",,PORTO ALEGRE,1,0,RS,87136354000146,2147483647,3007,Registro de Imóveis,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132218747,,JOãO PEDRO LAMANA PAIVA
09.980-4,099804,1957-03-03,Bom Fim,90035190,,Serventia Registral das Pessoas Naturais da 4ª Zona,,recivil4zona@uol.com.br,"Av. Osvaldo Aranha, 374",,PORTO ALEGRE,1,0,RS,87433272000163,2147483647,3192,Registro Civil das Pessoas Naturais,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132272217,,EDAIR JOSÉ CARNEIRO
09.877-2,098772,1900-01-01,AZENHA,90160006,,PORTO ALEGRE 4º TABELIONATO DE NOTAS DE PORTO ALEGRE,,rubens.farina@tj.rs.gov.br,"AVENIDA AZENHA, Nº 1152",,PORTO ALEGRE,1,0,RS,87382289000139,5132309900,3240,Notas,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132309900,,RUBENS REMO FARINA
09.876-4,098764,1971-08-25,SANTANA,90040193,,NONO TABELIONATO,,nono@nonotabelionato.com.br,AV VENANCIO AIRES 1195,,PORTO ALEGRE,1,0,RS,87382313000130,,3359,Notas,Porto Alegre,4927,VAGO,Rio Grande do Sul,23,RS,5133312535,,ELTON RUSCHEL
09.660-2,096602,1889-01-15,FLORESTA,90220180,,1. Ofício de Registro Civil das Pessoas Naturais,,contato@cartorio1zona.com.br,"RUA COMENDADOR CORUJA, 246",,PORTO ALEGRE,1,0,RS,03006913000103,5132257900,3398,Registro Civil das Pessoas Naturais,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132257900,,CALIXTO WENZEL
09.662-8,096628,1971-07-28,Cristo Redentor,91370170,,12º Tabelionato de Notas de Porto Alegre,,rafael.leocadio@12tabelionato.com.br,"Av. Dom Claudio José Gonçalves Ponce de Leon, 40",,PORTO ALEGRE,1,0,RS,92325554000187,2147483647,3410,Notas,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5133400100,,RAFAEL LEOCáDIO DOS SANTOS NETO
09.924-2,099242,1934-01-22,Centro,90010001,,REGISTRO DE IMÓVEIS DA 2a. ZONA DE PORTO ALEGRE,,atendimento@risegundazonapoa.com,"Rua Siqueira Campos, 1163, 3° andar",,PORTO ALEGRE,1,0,RS,08568946000160,5130134660,3750,Registro de Imóveis,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5130134660,,REGINA DE FÁTIMA MARQUES FERNANDES
09.926-7,099267,1959-12-16,Centro,90010350,Conjunto 501,Registro de Imóveis da 3ª Zona de Porto Alegre,,rg3azona@terra.com.br,"Rua Coronel Genuíno, nº 421.",,PORTO ALEGRE,1,0,RS,08687990000190,30218435,3793,Registro de Imóveis,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5130218400,,MOYSÉS MARCELO DE SILLOS
10.002-4,100024,1901-02-08,Cidade Baixa,90040191,,Serviço de Registro Civil de Pessoas Naturais - 2ª zona,Sede,rcpn2zona@terra.com.br,"Avenida Venâncio Aires, 243",,PORTO ALEGRE,1,0,RS,92247683000102,0,3932,Registro Civil das Pessoas Naturais,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132217176,,NINO JOSÉ CANANI
09.774-1,097741,1991-02-15,Independência,90035070,salas 1201 e 1202,Ofício de Registro de Imóveis 6ª zona,,anaiaklint@hotmail.com,Av.Independência 172,,PORTO ALEGRE,1,0,RS,93902591000173,,4144,Registro de Imóveis,Porto Alegre,4927,PENDÊNCIA JUDICIAL CAPAZ DE AFASTAR A ANÁLISE DO CASO PELO CNJ.,Rio Grande do Sul,23,RS,5130191174,,MIGUEL DE OLIVEIRA FIGUEIRó(DOUTORADO/2005)
09.993-7,099937,1993-05-19,CENTRO,90010350,,SERVIÇO DE REGISTRO DE IMÓVEIS 5ª ZONA,,quintoregimoveispoa@via-rs.net,"RUA CORONEL GENUÍNO, 421, CONJUNTO 802",,PORTO ALEGRE,1,1,RS,95179354000151,,4189,Registro de Imóveis,Porto Alegre,4927,PENDÊNCIA JUDICIAL CAPAZ DE AFASTAR A ANÁLISE DO CASO PELO CNJ.,Rio Grande do Sul,23,RS,5132212854,5130126929,ODONE BURTET GHISLENI
09.713-9,097139,1986-03-26,Restinga,91791970,salas 201 e 202,CARTORIO ALVICIO - Serviço Notarial e Registral do bairro Restinga,,alvicio@portoweb.com.br,"Avenida João Antônio da Silveira, 1837",,PORTO ALEGRE,1,0,RS,90601568000150,,4293,Notas -> Registro Civil das Pessoas Naturais,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132501569,5132501766,ALVICIO RIBEIRO DA SILVA
09.698-2,096982,1928-08-22,Centro,90010001,não existe,5º Tabelionato de Notas - Serviço Notarial Manica,não existe,sergiomanica@tabelionatomanica.com.br,"Rua Siqueira Campos, 1185",não existe,PORTO ALEGRE,1,0,RS,00730709000142,5121215267,4321,Notas,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5121215200,,SéRGIO AFONSO MANICA
09.699-0,096990,1958-06-28,MOINHOS DE VENTO,90430181,,7º TABELIONATO,,tab.7@terra.com.br,RUA MARIANTE 11 LOJA 3,,PORTO ALEGRE,1,1,RS,87382396000167,,4423,Notas,Porto Alegre,4927,VAGO,Rio Grande do Sul,23,RS,5133724046,5195904473,MARIA MADALENA COSTA ANTUNES
09.921-8,099218,1960-09-17,Cidade Baixa,90010460,1 andar,REGISTRO DE IMOVEIS 4 ZONA,,informatica@quartazona.com.br,Rua Washington Luiz 580,,PORTO ALEGRE,1,0,RS,87381844000108,5132261975,4853,Registro de Imóveis,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132213944,5132862467,OLY ERICO DA COSTA FACHIN
09.678-4,096784,1917-02-22,CENTRO,90020015,8º andar,1º TABELIONATO DE PROTESTO DE TITULOS,,tabelio@terra.com.br,"RUA DOS ANDRADAS, 1001",,PORTO ALEGRE,1,0,RS,06147558000180,2147483647,4993,Protesto de Títulos,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5130215600,,EVANDRO NOGUEIRA DE AZEVEDO
09.803-8,098038,1926-09-29,São Geraldo,90230150,,Ofício do Registro Civil da 3ª Zona,,marco.bueno@tj.rs.gov.br,"Rua Moura Azevedo, 364",,PORTO ALEGRE,1,0,RS,03042678000125,5132223475,5124,Registro Civil das Pessoas Naturais,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132223475,5133954550,MARCO ANTôNIO DA SILVA BUENO
09.901-0,099010,1971-07-24,Sarandi,91110010,,Registro Civil das Pessoas Naturais da 6ª Zona,,cartorio6zona@yahoo.com.br,Rua Dona Alzira nº 293,,PORTO ALEGRE,1,0,RS,92325570000170,,6007,Registro Civil das Pessoas Naturais,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5133487753,,CARLOS FERNANDO REIS
09.663-6,096636,1763-01-01,CENTRO HISTÓRICO,90010210,,1° TABELIONATO DE NOTAS DE PORTO ALEGRE RS,,TABELIONATO@TABELIONATO.COM,RUA GENERAL ANDRADE NEVES 159,,PORTO ALEGRE,1,0,RS,87380903000123,,10342,Notas,Porto Alegre,4927,VAGO - SUB JUDICE,Rio Grande do Sul,23,RS,5130795300,,AYRTON BERNARDES CARVALHO
09.665-1,096651,1917-02-22,CENTRO,90020020,,1º REGISTRO DE TÍTULOS E DOCUMENTOS E REGISTRO CIVIL DAS PESSOAS JURÍDICAS DE PORTO ALEGRE,,titulosedocumentos@titulosedocumentos.com.br,"AVENIDA BORGES DE MEDEIROS , 308 - 2º ANDAR",,PORTO ALEGRE,1,0,RS,87136586000102,,10438,Registro de Títulos e Documentos e Civis das Pessoas Jurídicas,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132113666,,PÉRSIO BRINCKMANN FILHO
10.406-7,104067,1888-10-28,CENTRO,90010230,,TERCEIRO TABELIONATO DE NOTAS DE PORTO ALEGRE,PORTO ALEGRE,karla@3tabelionato.com.br,"RUA GENERAL CÂMARA, NÚMERO 388",,PORTO ALEGRE,1,0,RS,87380630000117,2147483647,10608,Notas,Porto Alegre,4927,PROVIDO,Rio Grande do Sul,23,RS,5132215226,,JACY FRANCO MOREIRA IBIAS
